Nome,Estrelas,Forks,Issues Abertas,Criado em,Última Atualização,Último Push,Número de Releases,Total de Pull Requests Aceitas,Razão de Issues Fechadas,Linguagem Primária
jquery,59124,20605,90,2009-04-03T15:20:14Z,2024-09-05T16:59:42Z,2024-09-02T21:25:46Z,10,27,0.7666666666666667,JavaScript
angular.js,58860,27518,463,2010-01-06T00:34:37Z,2024-09-05T17:28:30Z,2024-04-12T17:43:16Z,0,24,0.7666666666666667,JavaScript
obs-studio,58660,7811,792,2013-10-01T02:40:31Z,2024-09-05T16:33:53Z,2024-09-03T20:28:31Z,30,14,0.5666666666666667,C
awesome-cpp,58511,7758,411,2014-07-17T08:51:11Z,2024-09-05T17:13:06Z,2024-08-23T01:52:02Z,0,29,0.9666666666666667,
Java,58490,18940,12,2016-07-16T10:21:02Z,2024-09-05T17:43:42Z,2024-09-03T15:11:30Z,0,27,0.9,Java
openai-cookbook,58403,9254,64,2022-03-11T02:08:53Z,2024-09-05T17:41:41Z,2024-09-05T00:18:35Z,0,22,0.5,MDX
shadowsocks-windows,58263,16403,179,2013-01-14T07:54:16Z,2024-09-05T14:37:19Z,2024-08-20T09:02:57Z,30,21,0.3,C#
fuel-core,58189,2758,191,2020-08-27T21:12:14Z,2024-09-05T17:12:51Z,2024-09-05T17:53:34Z,30,17,0.26666666666666666,Rust
design-resources-for-developers,58122,11405,0,2020-05-06T14:40:35Z,2024-09-05T17:05:37Z,2024-08-30T17:39:54Z,0,30,1.0,
tabby,58103,3348,2006,2016-12-23T09:06:10Z,2024-09-05T17:31:32Z,2024-09-04T15:03:03Z,30,26,0.36666666666666664,TypeScript
awesome-scalability,57970,5985,18,2017-12-27T03:46:40Z,2024-09-05T17:11:11Z,2024-09-01T13:23:42Z,0,18,0.6,
awesome-nodejs,57738,5810,14,2014-07-11T13:35:34Z,2024-09-05T17:45:21Z,2024-08-08T13:04:58Z,0,18,0.5666666666666667,
Apollo-11,57495,6850,135,2014-04-03T15:45:02Z,2024-09-05T17:24:21Z,2024-07-11T18:37:04Z,0,27,0.8333333333333334,Assembly
sherlock,57451,6657,211,2018-12-24T14:30:48Z,2024-09-05T17:58:27Z,2024-08-30T05:21:09Z,1,22,0.5666666666666667,Python
caddy,56829,3976,142,2015-01-13T19:45:03Z,2024-09-05T15:46:17Z,2024-09-03T17:57:55Z,30,24,0.6,Go
SecLists,56706,23697,35,2012-02-19T01:30:18Z,2024-09-05T17:52:59Z,2024-09-05T10:03:41Z,25,15,0.5,PHP
html5-boilerplate,56385,12217,9,2010-01-24T18:03:24Z,2024-09-05T17:28:30Z,2024-09-04T17:45:29Z,30,28,0.9333333333333333,JavaScript
awesome-courses,56376,8148,52,2014-11-15T18:36:49Z,2024-09-05T17:13:04Z,2023-05-04T12:49:34Z,0,22,0.4666666666666667,
spring-framework,56133,37956,282,2010-12-08T04:04:45Z,2024-09-05T16:11:55Z,2024-09-05T15:46:44Z,30,22,0.6666666666666666,Java
screenshot-to-code,55948,6847,66,2023-11-14T17:53:32Z,2024-09-05T17:55:46Z,2024-08-30T14:38:43Z,0,21,0.4666666666666667,Python
rails,55537,21512,1209,2008-04-11T02:19:47Z,2024-09-05T16:08:33Z,2024-09-05T12:39:28Z,30,18,0.5,Ruby
alacritty,55465,2985,347,2016-02-18T05:02:30Z,2024-09-05T16:10:08Z,2024-08-31T08:35:49Z,30,24,0.7666666666666667,Rust
uptime-kuma,55370,4984,675,2021-07-03T01:02:42Z,2024-09-05T17:33:11Z,2024-09-04T12:33:53Z,30,23,0.6,JavaScript
llama,55358,9439,379,2023-02-14T09:29:12Z,2024-09-05T17:38:37Z,2024-08-18T07:07:28Z,0,18,0.16666666666666666,Python
cs-self-learning,55336,6697,105,2021-10-20T13:43:42Z,2024-09-05T16:50:05Z,2024-09-01T11:53:08Z,4,24,0.6333333333333333,HTML
docusaurus,55320,8294,323,2017-06-20T16:13:53Z,2024-09-05T16:50:24Z,2024-09-05T17:49:54Z,30,26,0.7333333333333333,TypeScript
gatsby,55191,10328,373,2015-05-21T22:43:05Z,2024-09-05T17:18:51Z,2024-09-01T01:04:32Z,30,11,0.4,JavaScript
prometheus,54721,9019,891,2012-11-24T11:14:12Z,2024-09-05T17:08:31Z,2024-09-05T17:41:24Z,30,15,0.26666666666666666,Go
AppFlowy,54707,3583,902,2021-06-16T12:56:48Z,2024-09-05T17:53:37Z,2024-09-05T13:16:58Z,30,26,0.6,Dart
leetcode,54380,9451,7,2018-03-30T09:13:51Z,2024-09-05T17:05:00Z,2024-08-12T09:27:10Z,30,30,0.8666666666666667,JavaScript
DeepLearning-500-questions,54170,15814,117,2018-06-27T06:36:45Z,2024-09-05T16:58:08Z,2024-06-26T12:10:14Z,0,20,0.23333333333333334,JavaScript
new-pac,54166,9278,390,2016-03-23T08:43:36Z,2024-09-05T17:37:52Z,2024-09-05T16:25:19Z,0,5,0.7333333333333333,
element,54095,14638,2825,2016-09-03T06:19:26Z,2024-09-05T14:47:01Z,2024-08-20T07:40:13Z,30,4,0.03333333333333333,Vue
nuxt,53966,4940,798,2016-10-26T11:18:47Z,2024-09-05T16:28:33Z,2024-09-05T15:38:45Z,30,26,0.6666666666666666,TypeScript
act,53683,1334,193,2019-01-02T19:53:43Z,2024-09-05T17:03:52Z,2024-09-02T02:24:25Z,30,23,0.4666666666666667,Go
localstack,53665,3888,346,2016-10-25T23:48:03Z,2024-09-05T17:52:05Z,2024-09-05T17:52:02Z,30,21,0.6333333333333333,Python
nerd-fonts,53663,3614,34,2014-12-05T04:31:17Z,2024-09-05T17:01:09Z,2024-09-05T11:21:38Z,30,25,0.5666666666666667,CSS
annotated_deep_learning_paper_implementations,53500,5529,28,2020-08-25T02:29:34Z,2024-09-05T17:44:20Z,2024-08-24T09:18:59Z,0,29,0.6333333333333333,Python
private-gpt,53500,7190,229,2023-05-02T09:15:31Z,2024-09-05T17:07:31Z,2024-08-21T08:40:37Z,10,22,0.5333333333333333,Python
awesome-flutter,52885,6633,22,2017-05-07T11:45:27Z,2024-09-05T16:59:38Z,2024-07-30T23:03:15Z,0,18,0.6,Dart
face_recognition,52792,13422,787,2017-03-03T21:52:39Z,2024-09-05T13:37:37Z,2024-08-21T06:22:36Z,2,11,0.1,Python
react-router,52744,10207,110,2014-05-16T22:22:51Z,2024-09-05T17:48:03Z,2024-09-05T16:05:33Z,30,27,0.8,TypeScript
rustlings,52511,10007,25,2015-09-15T02:25:18Z,2024-09-05T17:00:15Z,2024-09-05T15:46:41Z,30,28,0.8666666666666667,Rust
normalize.css,52307,10667,74,2011-05-04T10:20:25Z,2024-09-05T15:23:53Z,2024-06-12T20:36:06Z,0,19,0.5,CSS
scrapy,52292,10459,667,2010-02-22T02:01:14Z,2024-09-05T17:18:31Z,2024-08-28T19:07:49Z,30,21,0.6333333333333333,Python
ChatGPT,52154,5862,718,2022-12-07T09:43:02Z,2024-09-05T17:28:11Z,2024-08-29T17:58:11Z,30,16,0.06666666666666667,Rust
awesome-chatgpt-prompts-zh,52054,13506,40,2022-12-12T01:55:03Z,2024-09-05T15:57:03Z,2024-07-30T11:43:23Z,0,28,0.6,
Real-Time-Voice-Cloning,52030,8701,207,2019-05-26T08:56:15Z,2024-09-05T13:58:00Z,2024-08-14T19:54:03Z,0,13,0.2,Python
requests,51952,9288,243,2011-02-13T18:38:17Z,2024-09-05T16:23:48Z,2024-09-02T17:37:47Z,12,20,0.6666666666666666,Python
open-interpreter,51941,4583,206,2023-07-14T07:10:44Z,2024-09-05T17:52:26Z,2024-09-05T06:34:23Z,30,27,0.6333333333333333,Python
gpt-engineer,51907,6758,15,2023-04-29T12:52:15Z,2024-09-05T17:19:33Z,2024-09-05T16:21:17Z,20,26,0.6333333333333333,Python
git,51690,25474,193,2008-07-23T14:21:26Z,2024-09-05T17:51:24Z,2024-09-04T18:08:32Z,0,20,0.6666666666666666,C
Semantic-UI,51096,4949,1073,2013-04-08T23:32:04Z,2024-09-05T04:23:53Z,2024-06-17T09:33:29Z,30,14,0.23333333333333334,JavaScript
ionic-framework,50878,13518,440,2013-08-20T23:06:02Z,2024-09-05T16:39:03Z,2024-09-05T17:05:55Z,30,29,0.5666666666666667,TypeScript
faceswap,50483,13062,24,2017-12-19T09:44:13Z,2024-09-05T17:55:00Z,2024-08-17T00:29:36Z,4,28,0.8,Python
material-design-icons,50387,9559,318,2014-10-08T18:01:28Z,2024-09-05T17:04:56Z,2024-08-23T02:34:09Z,16,27,0.4,
ghidra,50375,5757,1624,2019-03-01T03:27:48Z,2024-09-05T17:47:20Z,2024-09-04T17:50:12Z,30,18,0.4666666666666667,Java
leetcode-master,50298,11297,183,2019-12-14T12:05:42Z,2024-09-05T17:25:53Z,2024-09-04T02:48:44Z,0,23,0.6,Shell
tldr,50281,4103,197,2013-12-08T07:34:43Z,2024-09-05T15:33:28Z,2024-09-05T16:47:10Z,5,20,0.5,Markdown
awesome-android-ui,50201,10231,30,2014-12-24T01:45:03Z,2024-09-05T14:19:02Z,2024-07-06T09:06:23Z,0,13,0.23333333333333334,
lazygit,50164,1777,711,2018-05-19T00:53:06Z,2024-09-05T17:46:39Z,2024-09-05T10:39:30Z,30,22,0.7,Go
guava,49983,10846,716,2014-05-29T16:23:17Z,2024-09-05T17:36:42Z,2024-09-04T18:55:56Z,30,27,0.7666666666666667,Java
traefik,49962,4992,661,2015-09-13T19:04:02Z,2024-09-05T15:57:26Z,2024-09-05T14:27:29Z,30,22,0.6666666666666666,Go
you-get,49881,9366,376,2012-08-20T15:53:36Z,2024-09-05T14:28:29Z,2024-08-19T20:29:59Z,30,20,0.6666666666666666,Python
ComfyUI,49570,5216,1829,2023-01-17T03:15:56Z,2024-09-05T17:56:31Z,2024-09-05T15:53:16Z,15,19,0.5,Python
anime,49556,3663,229,2016-03-13T21:37:45Z,2024-09-05T14:57:01Z,2024-05-26T12:41:37Z,15,13,0.3333333333333333,JavaScript
yolov5,49475,16074,114,2020-05-18T03:45:11Z,2024-09-05T17:55:01Z,2024-09-05T16:17:52Z,10,26,0.5333333333333333,Python
drawio-desktop,49451,4931,111,2017-05-25T20:58:42Z,2024-09-05T16:15:42Z,2024-08-30T10:53:49Z,30,30,0.4,JavaScript
grok-1,49414,8333,101,2024-03-17T08:53:38Z,2024-09-05T14:12:00Z,2024-08-30T04:17:25Z,0,10,0.13333333333333333,Python
openpilot,49180,8954,159,2016-11-24T01:33:30Z,2024-09-05T15:18:04Z,2024-09-05T17:06:10Z,30,10,0.3333333333333333,Python
bulma,49122,3944,460,2016-01-23T23:48:34Z,2024-09-05T13:56:21Z,2024-09-04T15:54:14Z,20,18,0.3333333333333333,CSS
prettier,49017,4281,1387,2016-11-29T17:13:37Z,2024-09-05T11:49:19Z,2024-09-03T04:01:36Z,30,22,0.6333333333333333,JavaScript
jekyll,48891,9948,226,2008-10-20T06:29:03Z,2024-09-05T17:14:33Z,2024-09-05T14:23:13Z,30,19,0.5333333333333333,Ruby
rich,48803,1707,184,2019-11-10T15:28:09Z,2024-09-05T17:52:03Z,2024-08-26T16:15:57Z,30,18,0.5666666666666667,Python
kotlin,48745,5693,187,2012-02-13T17:29:58Z,2024-09-05T17:21:00Z,2024-09-05T17:42:47Z,30,15,0.5,Kotlin
bat,48574,1227,337,2018-04-21T10:52:23Z,2024-09-05T17:36:08Z,2024-09-01T03:06:54Z,30,11,0.26666666666666666,Rust
hackingtool,48430,5224,75,2020-04-11T09:21:31Z,2024-09-05T17:48:55Z,2024-07-31T13:30:04Z,0,15,0.03333333333333333,Python
pi-hole,48377,2667,39,2014-06-08T15:02:55Z,2024-09-05T17:59:29Z,2024-09-05T11:42:10Z,30,27,0.8666666666666667,Shell
mkcert,48282,2490,145,2018-06-25T05:33:03Z,2024-09-05T17:55:04Z,2024-08-13T13:37:46Z,14,4,0.2,Go
project-layout,48241,5048,86,2017-09-09T16:33:26Z,2024-09-05T17:52:44Z,2024-07-07T12:48:36Z,0,27,0.8333333333333334,Makefile
DefinitelyTyped,48147,30027,707,2012-10-05T16:39:45Z,2024-09-05T17:36:34Z,2024-09-05T17:36:29Z,1,10,0.3333333333333333,TypeScript
moment,47952,7049,253,2011-03-01T02:46:06Z,2024-09-05T16:49:12Z,2024-08-14T17:12:19Z,0,20,0.3,JavaScript
RxJava,47836,7600,10,2013-01-08T20:11:48Z,2024-09-05T17:08:34Z,2024-09-02T06:51:54Z,30,30,1.0,Java
pdf.js,47834,9901,413,2011-04-26T06:32:03Z,2024-09-05T16:50:29Z,2024-09-05T16:50:22Z,30,26,0.7333333333333333,JavaScript
chinese-poetry,47788,9594,115,2016-09-02T03:32:25Z,2024-09-05T15:41:58Z,2024-08-10T13:47:12Z,1,26,0.4,JavaScript
Prompt-Engineering-Guide,47487,4625,140,2022-12-16T16:04:50Z,2024-09-05T17:46:47Z,2024-09-05T03:19:43Z,0,14,0.3,MDX
hacker-scripts,47462,6659,67,2015-11-21T19:05:09Z,2024-09-05T16:21:54Z,2023-10-23T21:01:40Z,0,17,0.7,JavaScript
ripgrep,47411,1955,124,2016-03-11T02:02:33Z,2024-09-05T17:14:55Z,2024-09-03T15:46:09Z,30,19,0.6,Rust
github-cheat-sheet,47354,5261,38,2014-04-12T16:38:42Z,2024-09-05T17:09:41Z,2024-04-15T20:15:56Z,0,16,0.3333333333333333,
